author_id,cluster_id
5595220,3552
5595220,3550
6233452,3550
6233452,3552
6733629,3550
6733629,3552
7062400,3550
7062400,3552
7502063,3551
8061296,3552
8225098,3550
8225098,3552
8681801,3550
8681801,3552
8822573,3624
8822573,3553
10393198,3553
10393198,3624
10524058,3550
10524058,3552
14308438,3552
14308438,3550
15881573,3550
15881573,3552
15943089,3553
15943089,3624
16662068,3550
16662068,3552
18107181,3552
18107181,3550
19172805,3552
19172805,3550
20855209,3552
20855209,3550
26879063,3550
26879063,3552
29742491,3552
29742491,3550
278,3552
278,3550
354,3552
354,3550
20809,3624
20809,3553
23304,3552
23304,3550
47313,3551
52195,3624
52195,3553
54666,3624
57224,3551
73419,3551
87088,3550
87088,3552
96947,3624
96947,3553
121003,3551
243674,3551
275871,3553
275871,3624
289174,3624
289174,3553
439929,3624
439929,3553
676637,3550
676637,3552
718899,3553
718899,3624
730123,3550
730123,3552
899444,3553
899444,3624
903617,3550
903617,3552
980082,3550
980082,3552
1047696,3551
1163175,3550
1163175,3552
1315533,3553
1315533,3624
1538624,3624
1538624,3553
1701782,3552
1701782,3550
1745006,3552
1745006,3550
1756505,3552
1756505,3550
1929644,3550
1929644,3552
1957048,3551
2028198,3551
2211145,3551
2352663,3553
2352663,3624
2512748,3553
2512748,3624
2589105,3552
2589105,3550
2823529,3550
2823529,3552
3109072,3624
3109072,3553
3900799,3550
3900799,3552
4333971,3550
4333971,3552
4953962,3552
4953962,3550
5442475,3550
5442475,3552
5449021,3550
5449021,3552
