author_id,cluster_id
278,5062
278,5068
278,5071
278,5052
278,5074
278,5048
20809,5051
23304,5074
23304,5052
23304,5068
23304,5071
23304,5062
41858,5071
41858,5062
41858,5068
41858,5052
41858,5074
47313,5053
57224,5053
73419,5053
79017,5051
243674,5053
275871,5051
291301,5051
331852,5071
331852,5074
331852,5052
331852,5068
331852,5062
439929,5051
576341,5062
576341,5068
576341,5052
576341,5071
576341,5074
610090,5053
676637,5071
676637,5068
676637,5062
676637,5074
676637,5052
718899,5051
730123,5068
730123,5071
730123,5052
730123,5062
730123,5074
804625,5053
899444,5051
903617,5068
903617,5071
903617,5052
903617,5074
903617,5062
915544,5074
915544,5062
915544,5052
915544,5068
915544,5071
980082,5074
980082,5062
980082,5052
980082,5068
980082,5071
1163175,5071
1163175,5052
1163175,5068
1163175,5062
1163175,5074
1315533,5051
1701782,5062
1745006,5068
1745006,5052
1745006,5071
1745006,5074
1745006,5062
1754678,5053
1787169,5068
1787169,5062
1787169,5071
1787169,5074
1787169,5052
1796778,5062
1957048,5053
2028198,5053
2211145,5053
2352663,5051
2512748,5051
3902875,5074
3902875,5062
3902875,5068
3902875,5052
3902875,5071
4299420,5051
4333971,5052
4333971,5074
4333971,5068
4333971,5062
4333971,5071
5013060,5052
5013060,5068
5013060,5062
5013060,5074
5013060,5071
5442475,5074
5442475,5062
5442475,5068
5442475,5052
5442475,5071
5449021,5052
5449021,5071
5449021,5068
5449021,5062
5449021,5074
5595220,5071
5595220,5068
6233452,5069
6629765,5068
6629765,5071
6629765,5074
6629765,5052
6629765,5062
7946809,5070
8061296,5071
8225098,5074
8225098,5071
8225098,5062
8225098,5068
8225098,5052
8681801,5072
8739301,5071
8739301,5062
8739301,5074
8739301,5068
8739301,5052
8822573,5051
9373002,5051
10393198,5051
10524058,5074
10743879,5052
10743879,5062
10743879,5068
10743879,5074
10743879,5071
13374016,5052
13374016,5074
13374016,5071
13374016,5062
13374016,5068
14308438,5062
16662068,5074
16662068,5052
16662068,5068
16662068,5062
16662068,5071
18107181,5071
18107181,5074
18107181,5068
18107181,5062
18107181,5052
24448061,5068
24448061,5062
24448061,5052
24448061,5071
24448061,5074
29742491,5071
29742491,5052
29742491,5062
29742491,5068
29742491,5074
