author_id,cluster_id
8061296,4020
8061296,4027
8061296,4022
8225098,4022
8225098,4027
8225098,4020
8681801,4020
8681801,4022
8681801,4027
8822573,4153
8822573,4021
10071498,4022
10071498,4027
10071498,4020
10393198,4021
10393198,4153
10524058,4022
10524058,4020
10524058,4027
10743879,4022
11657829,4020
11657829,4022
11657829,4027
13374016,4027
13374016,4020
13374016,4022
14308438,4020
14308438,4027
14308438,4022
15881573,4027
15881573,4020
15881573,4022
16105680,4020
16105680,4022
16105680,4027
18107181,4022
18107181,4027
18107181,4020
19844283,4027
26879063,4027
26879063,4022
26879063,4020
278,4022
278,4020
278,4027
354,4022
354,4027
354,4020
20809,4153
20809,4021
23304,4020
23304,4022
23304,4027
47313,4148
52195,4021
52195,4153
87088,4027
87088,4022
87088,4020
234659,4021
234659,4153
243674,4148
275871,4021
275871,4153
439929,4153
439929,4021
576341,4027
576341,4020
576341,4022
647318,4027
647318,4022
647318,4020
676637,4020
676637,4022
676637,4027
718899,4153
730123,4027
730123,4022
730123,4020
804625,4148
837034,4020
837034,4022
837034,4027
899444,4021
899444,4153
903617,4027
903617,4020
903617,4022
947971,4022
947971,4027
947971,4020
980082,4022
980082,4020
980082,4027
1163175,4022
1163175,4020
1163175,4027
1431969,4027
1431969,4020
1431969,4022
1506493,4148
1701782,4020
1701782,4027
1701782,4022
1745006,4027
1745006,4020
1745006,4022
1787169,4020
1787169,4027
1787169,4022
1957048,4148
2352663,4153
2352663,4021
2512748,4021
2512748,4153
2716794,4148
2823529,4027
2823529,4022
2823529,4020
3262098,4027
3262098,4020
3262098,4022
4299420,4153
4299420,4021
5449021,4027
5449021,4022
5449021,4020
5459214,4027
5459214,4020
5459214,4022
5595220,4020
5595220,4022
5595220,4027
5821883,4027
5821883,4022
5821883,4020
5952481,4153
5952481,4021
7502063,4148
7688266,4022
7688266,4027
7688266,4020
7813699,4022
7813699,4027
7813699,4020
