author_id,cluster_id
13374016,4623
13374016,4442
14308438,4623
14308438,4442
20855209,4442
20855209,4623
24448061,4623
24448061,4442
29742491,4442
29742491,4623
278,4442
278,4623
20809,4597
23304,4623
23304,4442
52195,4597
54666,4597
57224,4599
57224,4600
73419,4600
87088,4442
87088,4623
192142,4601
243674,4600
275871,4597
439929,4597
496233,4600
576341,4442
576341,4623
718899,4597
730123,4442
730123,4623
899444,4597
903617,4442
903617,4623
917931,4623
917931,4442
980082,4442
980082,4623
1047696,4600
1315533,4597
1431969,4623
1443911,4597
1506493,4600
1538624,4597
1689416,4623
1689416,4442
1701782,4442
1701782,4623
1745006,4623
1745006,4442
1756505,4442
1756505,4623
1787169,4626
1957048,4628
2211145,4600
2352663,4597
2512748,4597
2589105,4623
2589105,4442
2823529,4442
2823529,4623
3109072,4597
3262098,4442
3262098,4623
3451634,4600
3902875,4623
3902875,4442
4299420,4597
4333971,4623
4333971,4442
5449021,4442
5449021,4623
5595220,4623
5952481,4597
7502063,4600
8061296,4623
8225098,4442
8225098,4623
8681801,4633
8822573,4597
9373002,4597
10393198,4597
10743879,4623
10743879,4442
