author_id,cluster_id
10107633,3299
10107633,3382
10393198,3301
10524058,3302
10743879,3410
10743879,3381
10743879,3303
14308438,3409
14308438,3303
14308438,3381
14308438,3302
14308438,3410
14308438,3405
15881573,3381
15881573,3303
15881573,3410
15881573,3405
15881573,3302
15943089,3301
16824702,3306
18107181,3405
18107181,3302
18107181,3409
18107181,3381
18107181,3410
18107181,3303
19172805,3410
19172805,3381
19172805,3302
19172805,3405
19172805,3303
354,3381
52195,3301
57224,3382
73419,3299
73419,3382
96947,3301
158611,3410
158611,3303
158611,3381
243674,3299
243674,3382
275871,3301
289174,3301
439929,3301
505333,3301
610090,3299
610090,3382
647318,3303
647318,3410
647318,3381
676637,3302
677994,3301
718899,3301
730123,3303
730123,3410
730123,3381
899444,3301
980082,3381
1047696,3299
1047696,3382
1093990,3301
1163175,3303
1163175,3381
1163175,3410
1315533,3301
1431969,3410
1431969,3381
1431969,3303
1538624,3301
1701782,3410
1701782,3303
1701782,3381
1703842,3381
1703842,3303
1703842,3410
1745006,3410
1745006,3303
1745006,3302
1745006,3381
1745006,3405
1754678,3299
1754678,3382
1787169,3381
1787169,3410
1787169,3303
1957048,3382
1957048,3299
2211145,3299
2211145,3382
2342749,3381
2342749,3303
2342749,3410
2352663,3301
2512748,3301
2589105,3405
2823529,3410
2823529,3381
2823529,3303
2842176,3301
3109072,3301
4461983,3409
4876867,3410
4923335,3301
5442475,3410
5442475,3381
5442475,3303
5449021,3410
5449021,3302
5449021,3381
5449021,3405
5449021,3303
5751682,3302
5751682,3303
5751682,3410
5751682,3405
5751682,3381
6284003,3303
6284003,3410
6284003,3381
6284003,3405
7062400,3381
7062400,3405
7062400,3303
7062400,3302
7062400,3410
7502063,3299
7502063,3382
8061296,3303
8061296,3410
8061296,3381
8225098,3381
8225098,3303
8225098,3410
8822573,3301
9295657,3410
9295657,3303
9295657,3381
9295657,3405
9373002,3301
