author_id,cluster_id
29742491,4853
29742491,4637
29742491,4833
29742491,4857
20809,4830
52195,4830
96947,4830
169553,4833
243674,4837
243674,4838
291301,4830
376661,4830
408368,4838
439929,4830
576341,4857
576341,4853
576341,4637
576341,4833
647318,4637
647318,4857
647318,4833
647318,4853
676637,4637
676637,4857
676637,4853
676637,4833
718899,4830
730123,4857
730123,4637
730123,4833
730123,4853
804625,4837
804625,4838
899444,4830
903617,4637
903617,4857
903617,4853
903617,4833
915544,4833
915544,4853
915544,4637
915544,4857
921145,4837
921145,4838
980082,4637
980082,4857
980082,4833
980082,4853
1047696,4837
1047696,4838
1443911,4830
1538624,4830
1701782,4637
1701782,4853
1701782,4833
1701782,4857
1745006,4637
1745006,4857
1745006,4853
1745006,4833
1754678,4837
1754678,4838
1787169,4833
1787169,4853
1787169,4857
1787169,4637
1957048,4838
1957048,4837
2028198,4837
2028198,4838
2211145,4838
2211145,4837
2352663,4830
3109072,4830
3902875,4833
3902875,4857
3902875,4637
3902875,4853
4299420,4830
5013060,4833
5013060,4853
5013060,4637
5013060,4857
5445507,4830
5449021,4637
5449021,4833
5449021,4853
5449021,4857
5459214,4857
5459214,4833
5459214,4853
5459214,4637
5595220,4853
5952481,4830
7502063,4837
7502063,4838
8061296,4853
8225098,4637
8225098,4853
8225098,4833
8225098,4857
8739301,4857
8739301,4853
8739301,4833
8739301,4637
8822573,4830
10393198,4830
10524058,4857
10524058,4637
10524058,4853
10524058,4833
10743879,4857
11657829,4833
11657829,4853
11657829,4637
11657829,4857
13374016,4833
13374016,4637
13374016,4857
13374016,4853
14308438,4637
14308438,4833
14308438,4857
14308438,4853
15881573,4853
15881573,4637
15881573,4857
15881573,4833
16024985,4830
16105680,4833
16105680,4637
16105680,4857
16105680,4853
16662068,4637
16662068,4857
16662068,4833
16662068,4853
18107181,4833
18107181,4637
18107181,4857
18107181,4853
20855209,4857
20855209,4637
20855209,4853
20855209,4833
22060313,4862
24448061,4637
24448061,4833
24448061,4857
24448061,4853
