"author_id";"author_id";"count"
278;1745006;1
278;6104418;1
278;13111288;2
278;22520185;1
278;22985595;6
354;23304;2
354;826111;37
354;903617;24
354;978965;4
354;980082;4
354;1163175;5
354;2823529;6
354;6284003;1
354;8105590;2
354;8225098;10
354;15266642;1
354;26879063;9
5061;856316;4
5061;16481751;3
10183;451477;2
10602;2512748;1
16018;283711;4
16018;1495065;7
16018;1671644;3
16018;6932348;1
17607;10602;4
17607;34695;2
17607;96947;4
17607;192891;31
17607;238531;2
17607;287917;15
17607;432351;7
17607;505333;1
17607;899444;3
17607;1740229;1
17607;3187667;1
17607;4299420;1
17607;4923335;1
17607;5886475;3
26527;966348;1
26527;10724409;1
44136;8225098;2
47152;1884269;1
47313;121003;1
47313;243674;3
47313;921145;1
47313;1047696;1
47313;1754678;1
47313;1957048;1
47313;2028198;1
47313;2211145;1
49258;22520185;1
49262;425637;7
49262;691536;1
52195;192891;1
52195;1128607;7
52195;1147320;4
52195;3109072;3
54666;52195;1
54666;96947;50
54666;163642;1
54666;171239;5
54666;238531;7
54666;432351;1
54666;439929;1
54666;505333;1
54666;718899;1
54666;794604;8
54666;833473;2
54666;899444;3
54666;1128607;17
54666;1147320;4
54666;1740229;1
54666;2253649;1
54666;2512748;6
54666;3109072;5
54666;4299420;4
54666;5358146;4
54666;5886475;1
54666;7041980;5
54666;7455872;1
54666;7666621;2
57224;47313;2
57224;121003;2
57224;1804389;1
57224;15359729;1
73419;57224;1
73419;243674;1
73419;1577185;2
73419;2211145;1
73419;7502063;1
73419;15359729;2
87088;1163175;4
87088;13410337;2
87088;22786043;9
88808;176325;1
96947;17607;3
96947;52195;6
96947;54666;8
96947;96150;3
96947;100928;6
96947;110455;2
96947;163642;11
96947;275871;2
96947;287917;13
96947;432351;14
96947;439929;4
96947;718899;16
96947;833473;17
96947;899444;4
96947;1028226;4
96947;1538624;2
96947;2512748;2
96947;2842176;2
96947;3492780;2
96947;3827565;1
96947;4405297;7
96947;4923335;6
96947;5358146;10
96947;6627780;7
96947;7041980;9
96947;7414255;2
96947;7666621;3
96947;10393198;23
96947;12057627;1
96947;15608388;16
97335;3900799;2
97335;11380896;1
97335;18107181;2
97335;20062886;1
98899;647318;2
98899;2823529;10
100893;16624;2
100893;1745006;2
100893;3880001;3
100893;10743879;11
100893;13111288;6
101553;1028226;1
101553;1748653;1
101553;2993861;2
101553;7693422;2
101553;9060496;1
101553;9373002;5
101553;13561163;2
115237;2842176;7
118367;26096551;4
119737;2823529;3
126021;6176360;5
127971;96947;1
127971;718899;1
134460;96947;1
157083;3115;13
158611;100893;3
158611;7016388;2
158611;11380896;2
158611;18045633;5
158611;20855209;3
159209;1817914;4
163642;96947;6
169553;3115;2
169553;378280;13
169553;685699;1
169553;826111;1
169553;1867202;6
169553;3076896;1
169553;3383143;6
169553;7001223;4
169553;8225098;1
169553;14296719;1
169553;14308438;1
170179;1193039;1
170179;1643141;1
170179;2613663;6
170197;439929;1
172029;42636;2
172029;9295657;6
175841;2823529;1
175841;6284003;1
184976;8681801;13
184976;15626057;1
191082;1047696;1
191082;1957048;2
192142;176325;1
192142;13662086;1
211868;157083;7
211868;1431969;2
224224;1867202;2
224224;6104418;3
224224;7530735;1
224224;19662444;12
224224;22482503;7
230185;3192347;11
233541;1128607;1
237866;243674;2
238531;432351;4
238531;910691;1
239685;113045;1
239685;155998;1
239685;578547;1
239685;1042494;1
239685;2716794;1
239685;4341606;1
239685;6557756;2
239685;7502063;1
243674;47313;11
243674;57224;11
243674;113045;1
243674;121003;19
243674;235550;2
243674;368545;5
243674;408368;1
243674;425208;2
243674;900769;2
243674;1042494;6
243674;1047696;12
243674;1202333;1
243674;1577185;5
243674;1754678;1
243674;1804389;8
243674;1957048;14
243674;2211145;3
243674;4578773;3
243674;7502063;9
246944;11489452;1
275871;34695;2
275871;96947;3
275871;287917;1
275871;432351;6
275871;782880;5
275871;794604;6
275871;833473;2
275871;910691;2
275871;2512748;1
275871;2842176;3
275871;7414255;1
287917;17607;7
289174;54666;1
289174;163642;1
289174;192891;2
289174;505333;24
289174;899444;1
289174;1485909;10
291301;1716463;7
326106;26096551;10
335402;2787728;1
335402;4913482;2
348932;606831;34
364532;505333;1
366488;5449021;1
400034;243674;1
405874;243674;1
411070;856316;1
426418;287917;1
432351;899444;1
432351;2512748;2
439401;47313;13
439401;121003;1
439401;235550;1
439401;243674;16
439401;400034;1
439401;408368;4
439401;869933;2
439401;1047696;9
439401;1577185;1
439401;1754678;3
439401;1940947;4
439401;1957048;5
439401;2211145;3
439401;3912614;1
439401;4578773;8
439401;7502063;2
439401;10830505;1
439929;17607;9
439929;52195;9
439929;54666;2
439929;96947;6
439929;163642;4
439929;192891;21
439929;238531;3
439929;355454;5
439929;718899;3
439929;794604;7
439929;833473;1
439929;993508;1
439929;1028226;3
439929;1084056;2
439929;1128607;6
439929;1538624;4
439929;1748653;1
439929;2842176;3
439929;3109072;1
439929;4421720;1
439929;4923335;1
439929;5358146;2
439929;7041980;1
439929;7414255;1
439929;7455872;4
439929;8774679;5
439929;9060496;2
439929;9373002;6
439929;11230479;2
439929;11801881;1
439929;12057627;2
439929;13093042;2
439929;13809413;3
439929;19511039;2
439929;25031476;3
439929;25148017;4
450008;121003;1
451477;3026995;4
451477;5122391;6
451477;10027921;26
463737;606831;1
463737;2035734;1
463737;3013964;2
463737;3395998;27
463737;5894780;1
463737;16481751;7
463737;22035961;2
465798;243674;2
466761;1485909;1
493891;1745006;1
493891;6233452;1
498775;10602;1
498775;439929;1
498775;899444;1
505333;54666;2
505333;96947;4
505333;192891;2
505333;289174;5
505333;899444;12
505333;1485909;14
505333;4421720;1
508403;3880001;1
509375;192891;3
567540;96947;2
576341;730123;6
576341;771713;7
576341;1865329;1
576341;3272040;9
576341;15881573;6
576341;18045633;2
592670;6932348;6
608607;19844283;8
610090;47313;2
610090;243674;4
610090;1047696;4
610090;1957048;2
617481;439929;1
647318;98899;29
647318;119737;4
647318;947971;14
647318;1163175;42
647318;1445228;1
647318;1613024;8
647318;2823529;40
647318;3272040;1
647318;6284003;1
647318;8225098;9
647318;18107181;1
676289;1485909;1
676637;378280;1
676637;7436779;1
676637;10524058;9
677994;54666;1
684901;3013964;2
696611;52195;1
696611;54666;1
696611;96947;10
696611;238531;3
696611;432351;2
696611;439929;1
696611;1716463;3
696611;2993861;4
696611;3109072;2
696611;4923335;3
696611;5358146;3
696611;7414255;1
696611;7455872;1
696611;9373002;1
696611;11230479;2
696611;15608388;2
703865;5894780;1
710255;3013964;2
710255;4168984;3
710255;5618407;1
710255;11178344;1
718899;34695;4
718899;54666;1
718899;96947;9
718899;110455;1
718899;163642;1
718899;238531;2
718899;439929;2
718899;899444;5
718899;910691;2
718899;1028226;7
718899;1093990;1
718899;1147320;2
718899;3827565;6
718899;4299420;5
718899;4923335;6
718899;5358146;8
718899;5500080;3
718899;7041980;7
718899;9373002;7
718899;11230479;1
718899;13809413;1
718899;15608388;9
718899;15943089;2
718899;18708370;3
718899;22550884;1
730123;354;10
730123;98899;10
730123;126021;1
730123;159209;6
730123;647318;2
730123;947971;3
730123;1962082;1
730123;2342749;15
730123;2823529;10
730123;3272040;46
730123;5974898;8
730123;6176360;9
730123;8225098;104
730123;10071498;1
730123;16105680;29
730123;18045633;2
730123;20855209;2
730123;21304151;1
782880;432351;1
826111;11657829;17
826111;18107181;6
837034;184976;22
837034;8681801;22
849295;243674;1
849295;15359729;2
849915;676637;1
874510;6690599;2
899444;10602;1
899444;17607;1
899444;54666;8
899444;96150;4
899444;96947;47
899444;128856;7
899444;163642;1
899444;192891;26
899444;275871;2
899444;287917;1
899444;432351;5
899444;505333;14
899444;718899;4
899444;794604;2
899444;833473;7
899444;910691;1
899444;1128607;5
899444;1485909;19
899444;1538624;1
899444;1740229;4
899444;2842176;55
899444;4421720;3
899444;4923335;4
899444;7041980;1
899444;7666621;2
899444;9373002;3
899444;10393198;2
899444;11230479;1
899444;13093042;4
899444;13561163;5
899444;22550884;2
903617;929377;1
903617;1049830;1
903617;1469579;1
903617;3262098;4
903617;5154334;1
903617;5448247;1
903617;6284003;6
903617;7063592;35
903617;10124459;6
903617;10442436;1
903617;10524058;5
903617;11286267;4
904790;47313;1
904790;1047696;1
904790;1577185;1
904790;2028198;2
904790;4030438;2
920884;1867202;7
921145;3658119;2
937826;3109072;3
940341;49258;1
940341;6284003;1
940341;20855209;1
944406;1716463;1
947971;730123;2
947971;3272040;10
972456;799841;2
980082;354;2
980082;96040;5
980082;190448;1
980082;211994;1
980082;395621;5
980082;647318;1
980082;903617;17
980082;947971;11
980082;1787169;20
980082;2342749;4
980082;2589105;3
980082;3076896;3
980082;3272040;10
980082;5154334;1
980082;5344440;1
980082;5974898;3
980082;6284003;23
980082;7001223;6
980082;8225098;16
980082;10199099;8
980082;13410337;2
980082;13621088;9
980082;13921630;1
980082;20646565;24
980082;20855209;11
980082;21304151;3
980082;22786043;3
1002405;6932348;7
1032377;26096551;3
1034716;25373098;4
1047696;47313;4
1047696;121003;3
1047696;243674;1
1047696;1135118;1
1047696;1754678;2
1047696;1957048;3
1047696;2211145;3
1047696;3658119;3
1047696;4578773;12
1047696;7502063;11
1047696;14363155;3
1047696;15359729;8
1050521;7387703;2
1073273;47313;2
1075028;10027921;2
1084056;2512748;1
1084056;5358146;5
1084056;15608388;2
1093990;96947;2
1093990;505333;7
1093990;833473;3
1128607;52195;4
1128607;3109072;3
1145863;6284003;2
1163175;354;3
1163175;96040;4
1163175;98899;25
1163175;119737;3
1163175;126021;1
1163175;169553;4
1163175;647318;13
1163175;826111;2
1163175;906471;1
1163175;980082;1
1163175;1867202;2
1163175;2559168;1
1163175;2823529;4
1163175;3272040;1
1163175;4876867;1
1163175;8225098;1
1163175;10199099;4
1163175;10418596;14
1163175;10743879;3
1163175;11380896;8
1163175;14308438;3
1163175;20855209;2
1192057;47313;2
1217238;26096551;2
1291767;8105590;1
1291767;10418596;4
1291767;13410337;3
1315533;54666;1
1332699;676637;1
1332699;3390333;1
1332699;5595220;1
1332699;8681801;7
1332699;10743879;2
1332699;10926354;3
1348991;2842176;2
1414837;6690599;1
1431969;458800;1
1431969;2342749;3
1431969;3272040;1
1431969;15881573;1
1431969;18045633;3
1431969;18107181;1
1443911;54666;3
1443911;96947;2
1443911;100928;2
1443911;110455;3
1443911;238531;3
1443911;439929;1
1443911;718899;2
1443911;1716463;3
1443911;2253649;4
1443911;2512748;3
1443911;4923335;3
1443911;5886475;1
1443911;6627780;1
1443911;7041980;13
1443911;11230479;1
1443911;15943089;1
1449826;3109072;1
1450614;5003889;20
1485909;899444;2
1506493;47313;2
1530877;606831;5
1538624;54666;1
1538624;96947;11
1538624;163642;3
1538624;171239;16
1538624;287917;10
1538624;439929;3
1538624;899444;2
1538624;1716463;2
1538624;2512748;1
1538624;3492780;1
1538624;3952583;1
1538624;4421720;2
1538624;11230479;1
1555564;158611;1
1595907;4978408;1
1605981;1787169;9
1613024;2823529;6
1647833;2035734;5
1700422;22786043;2
1700422;25783555;3
1701782;4898263;1
1701782;7530735;1
1701782;15881573;1
1701782;20062886;1
1703842;826111;2
1703842;1050521;1
1703842;1701782;18
1703842;4461983;1
1703842;5154334;1
1703842;11657829;7
1703842;13410337;5
1703842;20062886;3
1716463;7455872;1
1716463;7834613;1
1736542;243674;1
1736542;2211145;4
1745006;278;6
1745006;1867202;1
1745006;1884269;3
1745006;5001742;2
1745006;7236993;1
1745006;19662444;2
1745006;24448061;5
1745006;26801153;4
1754678;47313;1
1754678;368545;2
1766524;216373;5
1787169;3115;1
1787169;11041;1
1787169;49258;1
1787169;169553;3
1787169;211868;1
1787169;837034;1
1787169;903617;2
1787169;2928188;1
1787169;7063592;1
1787169;8061296;3
1787169;20646565;5
1787169;22786043;1
1787169;25783555;2
1787169;26879063;1
1794715;1115442;2
1794715;6932348;6
1794715;10846248;1
1794715;22035961;26
1835430;2716794;1
1867202;169553;1
1867202;1701782;3
1878195;2787783;1
1929644;172029;1
1929644;1613024;10
1929644;2589105;9
1941578;1135118;2
1944093;13481082;1
1944671;5448247;1
1957048;47313;4
1957048;57224;4
1957048;127811;2
1957048;163941;1
1957048;235550;1
1957048;921145;2
1957048;1047696;3
1957048;1135118;1
1957048;1577185;2
1957048;1687758;1
1957048;1754678;2
1957048;1804389;2
1957048;2028198;7
1957048;2211145;18
1957048;4341606;2
1957048;6871899;3
1957048;7502063;2
2028198;47313;1
2142864;18438172;1
2142864;23203101;1
2147649;5449021;1
2178680;15359729;1
2191361;19172805;3
2191361;24448061;12
2211145;57224;2
2211145;121003;1
2211145;243674;1
2211145;1754678;1
2211145;1957048;1
2211145;4341606;2
2211145;4578773;2
2211145;15359729;3
2251553;1703842;1
2342749;591127;1
2342749;730123;4
2342749;980082;4
