"author_id";"author_id";"count"
278;100893;5
278;834161;1
278;1672672;1
278;1745006;1
278;4367440;1
278;5001742;1
278;19662444;3
354;126021;6
354;980082;2
354;3596412;6
354;14090308;1
354;22974967;1
638;28770520;1
3115;3953239;1
3115;6645992;2
9287;439929;4
10183;19662444;2
10183;20855209;2
16018;283711;2
16018;1495065;32
16018;6925549;16
16018;7098701;1
16018;10109534;9
16861;1672672;2
17607;287917;1
17607;439929;3
17607;588262;4
17607;3109072;2
23304;354;2
23304;730123;2
23304;6233452;1
26527;577277;2
47313;73419;2
47313;137574;4
47313;162986;1
47313;243674;1
47313;389360;2
47313;400034;4
47313;408368;1
47313;539462;1
47313;932987;1
47313;1577185;3
47313;1957048;2
47313;1975857;1
47313;2028198;2
47313;2108992;1
47313;2285183;3
47313;4030438;6
47313;4578773;1
47313;6871899;1
47313;7502063;5
49282;3876739;1
52195;54666;2
52195;96947;7
52195;899444;1
52195;1128607;7
52195;1538624;2
52195;2512748;1
52195;3109072;1
52195;4923335;3
52195;8822573;9
52195;9900421;1
53798;849915;1
54666;52195;3
54666;96947;1
54666;171239;2
54666;439929;7
54666;718899;1
54666;794604;4
54666;899444;4
54666;1084056;2
54666;1128607;2
54666;1304862;1
54666;2842176;10
54666;3109072;1
54666;4469502;1
54666;4923335;2
54666;7041980;7
54666;8822573;8
54666;9900421;1
54666;10393198;2
54666;12400507;4
57224;408368;1
57224;1017746;1
57224;1975857;2
57224;2552865;3
67402;2552865;2
67402;4030438;3
67402;7502063;1
70511;3898819;21
70511;9087275;1
70511;20647921;6
73419;10137;1
73419;243674;1
73419;408368;2
73419;1957048;1
73419;7502063;1
87088;278;1
87088;1163175;6
87088;3876739;6
87088;5449021;4
87088;10418596;3
87088;13410337;1
87088;22786043;8
91730;2130651;1
96040;4333971;2
96040;5714066;3
96947;1377;1
96947;15952;2
96947;17535;8
96947;17607;17
96947;47413;3
96947;54666;14
96947;134460;6
96947;275871;1
96947;287917;7
96947;439929;8
96947;505333;4
96947;588262;23
96947;662371;2
96947;718899;17
96947;794604;1
96947;899444;28
96947;988441;5
96947;1538624;6
96947;1716463;3
96947;2512748;4
96947;2842176;35
96947;4469502;8
96947;4923335;4
96947;5133875;13
96947;5358146;1
96947;5832730;1
96947;6241577;4
96947;6447530;2
96947;7041980;1
96947;7208251;2
96947;7684574;9
96947;7895237;1
96947;8822573;31
96947;10393198;6
96947;15608388;2
96947;15943089;8
96947;21197807;3
96947;24447838;3
96947;26118718;3
97335;4461983;7
98086;1445228;3
100893;278;3
100893;87555;2
100893;13337345;1
115237;534619;1
121003;243674;1
134460;96947;2
134460;15943089;1
144858;243674;1
144858;1975857;1
157083;7368979;1
158390;976081;1
158611;1163175;1
159209;978965;2
161459;3739985;1
161631;12646029;2
