"author_id";"author_id";"count"
278;1745006;1
278;4178417;7
278;5001742;3
278;5459214;6
278;6104418;1
278;7688266;5
278;12752197;7
278;19172805;6
278;22482503;9
354;98927;1
354;7146319;3
354;8093535;1
354;8225098;6
354;30396467;14
4303;234659;3
4303;598730;3
4303;5952481;10
5061;4168984;2
9758;980082;1
16018;3527868;1
16018;4171702;3
16018;5588272;3
16018;7589596;9
16018;10109534;7
20809;186268;5
20809;439929;8
20809;505333;4
20809;1424963;1
20809;2352663;1
20809;3109072;3
20809;7135896;1
20809;8822573;12
23304;3081592;1
23304;7813699;3
23304;18107181;2
23304;19662444;1
23304;25783555;1
26527;8525546;3
29678;243674;1
37310;23304;2
41858;3081592;2
41858;5449021;4
41858;15881573;1
44136;730123;1
44136;8225098;1
44136;11869554;1
45469;2352663;2
45469;3020626;2
45469;5952481;2
45845;598730;1
47313;243674;3
47313;313532;1
47313;496233;1
47313;1636647;6
47313;2028198;1
47313;2716794;2
47313;3451634;1
49258;17755856;1
52195;20809;1
52195;376661;5
52195;439929;26
52195;899444;4
52195;3020626;1
52195;4299420;1
52195;8822573;6
52195;13298548;4
57224;243674;1
57224;3451634;1
72760;12265352;1
73419;144858;1
73419;243674;5
73419;1636647;2
73419;1698357;1
73419;2716794;2
73419;7502063;2
76576;243674;1
78718;439929;3
79017;439929;2
87088;106037;1
87088;980082;2
87088;5401011;1
87088;6284003;6
87088;13621088;1
87088;16662068;3
87088;24857912;9
87088;33343952;1
101553;20809;2
115237;2352663;1
119737;3269376;2
119737;4546722;4
119737;21304151;1
121003;1506493;4
121003;11536977;1
126021;8225098;3
126021;16105680;5
134460;931192;1
136291;10982987;3
144114;6932348;1
150663;407784;2
157083;13410337;2
161459;3480703;1
169553;23304;7
169553;98927;3
169553;331852;3
169553;451477;6
169553;980082;2
169553;1677333;1
169553;2754700;2
169553;2787783;1
169553;5013060;9
169553;5403596;1
169553;7146319;1
169553;8225098;2
169553;13374016;1
169553;16273360;2
169553;30265084;2
170179;6792160;2
170179;6932348;3
170179;21953668;2
170179;22581048;4
172029;174200;2
172029;735008;3
178152;1889878;2
184976;837034;15
184976;8681801;6
184976;20979322;6
190447;1377075;2
192142;1112263;9
192142;2404864;2
192142;6932348;1
192142;11765448;1
203583;148958;4
203583;978965;5
211868;489420;1
211868;2342749;2
234659;275871;5
234659;598730;1
234659;2352663;3
234659;5952481;10
239685;408368;1
243674;47313;1
243674;79707;1
243674;567393;1
243674;769634;4
243674;804625;1
243674;921145;1
243674;932987;2
243674;1047696;4
243674;1275206;2
243674;1322118;1
243674;1377075;8
243674;1455673;1
243674;1506493;2
243674;1573273;2
243674;1698357;4
243674;1957048;3
243674;2028198;1
243674;2716794;2
243674;3340882;1
243674;3379337;2
243674;3451634;3
243674;6298617;1
243674;7502063;1
243674;10453508;5
243674;11536977;8
251467;1677333;1
251467;5449021;1
251467;13410337;18
251467;15881573;1
275871;20809;4
275871;52195;1
275871;79017;1
275871;234659;1
275871;238531;1
275871;439929;13
275871;505333;1
275871;819638;1
275871;899444;3
275871;1147320;7
275871;3109072;18
275871;4299420;3
275871;5952481;4
275871;17228799;2
275871;32143325;2
289757;289744;7
291301;439929;2
291301;899444;4
298299;3902875;1
309126;3880001;1
309126;23079251;6
309126;28696384;4
348932;407784;2
348932;7589596;1
366488;823581;1
366488;16662068;10
375856;26879063;2
407650;8093535;1
408368;243674;1
408368;4347095;6
439401;243674;5
439401;313532;4
439401;496233;1
439401;1377075;3
439401;1455673;1
439401;1506493;1
439401;1698357;1
439401;9037466;1
439929;20809;2
439929;52195;2
439929;79017;1
439929;275871;2
439929;332968;1
439929;819638;2
439929;899444;3
439929;1090826;1
439929;1093990;1
439929;1981088;1
439929;2512748;1
439929;3109072;1
439929;4299420;4
439929;5952481;4
439929;8822573;9
439929;12928383;2
439929;13298548;2
458800;23304;1
463737;6932348;4
489420;4333971;1
493891;23304;1
493891;329907;8
493891;11936386;1
496233;243674;1
496233;1377075;1
496233;2716794;2
498775;598730;5
505333;79017;1
527679;10453508;1
555645;8822573;2
567540;598730;1
576341;87088;1
576341;174200;6
576341;980082;1
576341;5449021;5
576341;8225098;1
576341;13374016;2
576341;20855209;3
578547;400034;3
591127;676637;3
