author_id,cluster_id
8225098,3549
8225098,3542
8225098,3414
8225098,3416
8681801,3549
8681801,3542
8681801,3414
8681801,3416
8822573,3415
9295657,3416
9295657,3542
9295657,3414
9295657,3549
10052848,3542
10052848,3416
10052848,3549
10052848,3414
10524058,3549
10524058,3414
10524058,3542
10524058,3416
10743879,3416
11380896,3542
11380896,3416
11380896,3549
11380896,3414
13111288,3542
13111288,3414
13111288,3549
13111288,3416
13621088,3416
13621088,3549
13621088,3542
13621088,3414
14308438,3542
14308438,3549
14308438,3416
14308438,3414
15881573,3542
15881573,3416
15881573,3414
15881573,3549
15943089,3415
16907534,3418
19172805,3416
19172805,3549
19172805,3542
19172805,3414
19844283,3549
19844283,3542
19844283,3416
19844283,3414
20855209,3549
20855209,3542
20855209,3414
20855209,3416
24448061,3549
24448061,3542
24448061,3416
24448061,3414
354,3549
354,3414
354,3416
354,3542
23304,3542
23304,3549
23304,3414
23304,3416
47313,3530
52195,3415
54666,3415
96947,3415
243674,3530
275871,3415
298299,3549
298299,3542
298299,3416
298299,3414
408368,3530
439929,3415
463737,3533
576341,3414
576341,3549
576341,3542
576341,3416
676637,3542
676637,3414
676637,3549
676637,3416
718899,3415
730123,3416
730123,3414
730123,3549
730123,3542
837034,3549
837034,3414
837034,3542
837034,3416
899444,3415
903617,3416
903617,3542
903617,3549
903617,3414
947971,3549
947971,3542
947971,3416
947971,3414
980082,3542
980082,3416
980082,3414
980082,3549
1047696,3530
1163175,3549
1163175,3414
1163175,3416
1163175,3542
1332699,3416
1332699,3414
1332699,3549
1332699,3542
1431969,3549
1431969,3414
1431969,3542
1431969,3416
1538624,3415
1613024,3414
1613024,3549
1613024,3542
1613024,3416
1701782,3542
1701782,3416
1701782,3549
1701782,3414
1703842,3542
1703842,3549
1703842,3416
1703842,3414
1745006,3414
1745006,3416
1745006,3549
1745006,3542
1756505,3542
1756505,3549
1756505,3416
1756505,3414
1787169,3549
1787169,3542
1929644,3549
1929644,3542
1929644,3414
1929644,3416
1957048,3530
2028198,3530
2211145,3530
2342749,3542
2342749,3416
2342749,3549
2342749,3414
2512748,3415
2589105,3416
2589105,3549
2589105,3542
2589105,3414
2823529,3542
2823529,3414
2823529,3549
2823529,3416
4333971,3542
4333971,3414
4333971,3416
4333971,3549
4876867,3542
4876867,3414
4876867,3549
4876867,3416
5442475,3542
5442475,3416
5442475,3549
5442475,3414
5449021,3414
5449021,3542
5449021,3549
5449021,3416
5595220,3549
5595220,3414
5595220,3416
5595220,3542
5821883,3549
5821883,3414
5821883,3542
5821883,3416
6233452,3414
6233452,3416
6233452,3542
6233452,3549
6284003,3549
6284003,3416
6284003,3542
6284003,3414
6733629,3542
6733629,3416
6733629,3549
6733629,3414
7062400,3542
7062400,3414
7062400,3549
7062400,3416
7502063,3530
8061296,3549
